base	number	argnum	definition	note	definition_fin	note_fin
paukutella	1	1	Entity hit	NULL	Taho tai asia, jota lyödään	NULL
paukutella	1	2	Instrument	NULL	Väline	NULL
paukuttaa	1	0	Creature or thing who strikes	E.g. a heart or a clock is seen as causer and hence also arg0	Olento tai asia, joka lyö	Esim. sydän ja kello katsotaan aiheuttajiksi, ja siksi ovat myös arg0
paukuttaa	1	1	Entity hit	NULL	Taho tai asia, jota lyödään	NULL
paukuttaa	1	2	Instrument	NULL	Väline	NULL
pehmentää	1	0	Entity or thing making something softer	NULL	Taho tai asia, joka tekee jostain pehmeämpää	NULL
pehmentää	1	1	Entity or thing becoming softer	NULL	Taho tai asia, josta tulee pehmeämpi	NULL
pehmetä	1	1	Thing getting softer	NULL	Asia, joka pehmenee	NULL
peitellä	1	0	Entity concealing arg1	NULL	Taho, joka piilottaa arg1:n	NULL
peitellä	1	1	Thing concealed	NULL	Piilotettu asia	NULL
peitellä	1	2	Entity arg1 is hidden from	NULL	Taho, jolta arg1 on piilotettu	NULL
peitota	1	0	Entity who wins	NULL	Taho, joka voittaa	NULL
peitota	1	1	Prize	NULL	Palkinto	NULL
peitota	1	2	Competition	Interpret loosely	Kilpailu	Tulkitse väljästi
peitota	1	3	Loser	NULL	Häviäjä	NULL
peitota	1	4	Instrument, manner, means	Interpret loosely	Väline, keino, tapa	Tulkitse väljästi
peitota	3	0	Entity who physically covers something (causes the covering)	NULL	Taho, joka peittää jotakin (aiheuttaa peittämisen)	NULL
peitota	3	1	Thing covered	NULL	Asia, joka peitetään	NULL
peitota	3	2	Instrument, thing covered by	Note: may be the subject!	Väline, asia, jolla peitetään	Huom! Saattaa olla subjekti!
peittyä	1	1	Thing engulfing	NULL	Peittyvä taho	NULL
peittää	1	0	Entity who physically covers something (causes the covering)	NULL	Taho, joka peittää jotakin (aiheuttaa peittämisen)	NULL
peittää	1	1	Thing covered	NULL	Asia, joka peitetään	NULL
peittää	1	2	Instrument, thing covered by	Note: may be the subject!	Väline, asia, jolla peitetään	Huom! Saattaa olla subjekti!
pelastaa	1	0	Entity or thing saving	Agent or causer of rescue	Taho tai asia, joka pelastaa	Agentti tai pelastumisen aiheuttaja
pelastaa	1	1	Entity or thing saved	NULL	Taho tai asia, joka pelastetaan	NULL
pelastaa	1	2	Saved from	NULL	Taho tai asia, jolta arg1 pelastetaan	NULL
pelastua	1	0	Entity managing	Note: Experiencer	Taho tai asia, joka selviää	Huom! Kokija
pelastua	1	1	Thing or situation which arg0 survives	NULL	Asia tai tilanne, josta arg0 selviää	NULL
pelata	1	0	Entity playing	NULL	Taho, joka pelaa	NULL
pelata	1	1	Game or move	NULL	Peli tai siirto	NULL
pelata	1	2	Instrument	NULL	Väline	NULL
pelata	2	1	Thing working	NULL	Toimiva asia	NULL
pelittää	1	1	Thing working	NULL	Toimiva asia	NULL
pelottaa	1	1	Thing causing fright	NULL	Pelottava asia	NULL
pelottaa	1	2	Entity being afraid	NULL	Taho, joka on peloissaan	NULL
peluuttaa	1	0	Entity making arg1 play	NULL	Taho, joka peluuttaa arg1:ä	NULL
peluuttaa	1	1	Entity playing	NULL	Taho, joka pelaa	NULL
pelästyttää	1	0	Entity or thing that frightens	NULL	Taho tai asia, joka pelästyttää	NULL
pelästyttää	1	1	Entity being frightened	NULL	Taho, joka pelkää	NULL
pelästyttää	1	2	Instrument	NULL	Väline	NULL
pelästyttää	1	3	Intensifier	e.g. "kuoliaaksi" - "to death"	Vahvistus	Esim. "kuoliaaksi"
pelästyä	1	0	Entity afraid	NULL	Pelkääjä	NULL
pelästyä	1	1	Afraid of what?	NULL	Pelätty asia	NULL
pelätä	1	0	Entity afraid	NULL	Pelkääjä	NULL
pelätä	1	1	Afraid of what?	NULL	Pelätty asia	NULL
pengertää	1	0	Entity embanking	NULL	Taho, joka pengertää	NULL
pengertää	1	1	Thing embanked	NULL	Asia, joka pengerretään	NULL
penkoa	1	0	Entity who digs	NULL	Taho, joka penkoo	NULL
penkoa	1	1	Thing rummaged	NULL	Asia, jota pengotaan	NULL
perehtyä	1	0	Entity (or thing) who becomes familiar with something or someone	NULL	Taho (tai asia), joka tutustuu johonkin tai johonkuhun	NULL
perehtyä	1	1	Entity or thing arg0 becomes familiar with	NULL	Taho tai asia, johon arg0 tutustuu	NULL
periytyä	1	1	Thing inherited	NULL	Perintönä kulkeva asia	NULL
periytyä	1	2	Entity or thing receiving arg1 as inheritance	NULL	Taho tai asia, jolle arg1 periytyy	NULL
periä	1	0	Entity who inherits	NULL	Taho, joka perii	NULL
periä	1	1	Inheritance	NULL	Perintö, peritty asia	NULL
periä	1	2	Predecessor	NULL	Edeltäjä, keneltä peritään	NULL
periä	2	0	Entity acquiring payment	NULL	Taho, joka kerää maksun	NULL
periä	2	1	Thing acquired	NULL	Kerätty asia	NULL
periä	2	2	Source	NULL	Lähde	NULL
periä	2	4	Beneficiary	NULL	Hyötyjä, kenelle kerätty	NULL
perua	1	0	Entity (or thing) canceling	Agent or causer	Taho (tai asia), joka peruu	Agentti tai aiheuttaja
perua	1	1	Thing canceled	NULL	Asia, joka perutaan	NULL
perustaa	1	0	Entity founding	NULL	Taho, joka perustaa	NULL
perustaa	1	1	Thing founded	NULL	Perustettu asia	NULL
perustaa	1	2	Attribute, founded on/as	(tags:rare)	Ominaisuus	(tags:rare)
perustaa	2	0	Entity who bases something on something	NULL	Taho, joka perustaa jotain jollekin	NULL
perustaa	2	1	Thing based on	NULL	Perustettu asia	NULL
perustaa	2	2	Thing arg1 is based on	NULL	Asia, jolle arg1 on perustettu	NULL
perustella	1	0	Entity giving reasons	NULL	Taho, joka perustelee	NULL
perustella	1	1	Thing justified	NULL	Asia, joka perustellaan	NULL
perustella	1	2	Reasons, justification	NULL	Syyt, perustelu	NULL
perustua	1	1	Thing that is based	NULL	Asia, joka perustuu johonkin	NULL
perustua	1	2	Thing arg1 is based on	NULL	Asia, jolle arg1 on perustettu	NULL
peruuntua	1	1	Thing being cancelled	NULL	Asia, joka peruuntuu	NULL
peruuntua	1	2	CAU	NULL	CAU	NULL
peruuttaa	1	0	Entity who cancels	NULL	Taho, joka peruuttaa	NULL
peruuttaa	1	1	Thing cancelled	NULL	Asia, joka peruutetaan	NULL
peräänkuuluttaa	1	0	Entity asking	NULL	Taho, joka pyytää	NULL
peräänkuuluttaa	1	1	Thing asked	NULL	Pyydetty asia	NULL
peräänkuuluttaa	1	2	Entity arg1 is asked from	NULL	Taho, jolta arg1:tä pyydetään	NULL
perääntyä	1	0	Retreater	NULL	Perääntyjä	NULL
peseytyä	1	0	Entity washing	NULL	Taho, joka pesee	NULL
peseytyä	1	1	Thing being washed	NULL	Asia, joka pestään	NULL
peseytyä	1	2	Washing liquid		Puhdistava neste	NULL
peseytyä	1	3	Source, out of	E.g. dirt (tags:rare)	Lähtötila, asia, joka pestään pois	Esim. lika
peseytyä	1	4	End state of arg1	(tags:rare)	Arg1:n lopputila	NULL
pesiä	1	0	Bird-like entity	NULL	Lintu	NULL
pesiä	1	1	Location of nest	NULL	Pesäpaikka	NULL
pestä	1	0	Entity washing	NULL	Taho, joka pesee	NULL
pestä	1	1	Thing being washed	NULL	Asia, joka pestään	NULL
pestä	1	2	Washing liquid		Puhdistava neste	NULL
pestä	1	3	Source, out of	E.g. dirt (tags:rare)	Lähtötila, asia, joka pestään pois	Esim. lika
pestä	1	4	End state of arg1	(tags:rare)	Arg1:n lopputila	NULL
pestä	2	0	Entity laundering money	NULL	Taho, joka pesee rahaa	NULL
pestä	2	1	Money	NULL	Raha	NULL
pettyä	1	0	Causer of disappointment	Causer	Pettymyksen aiheuttaja	Aiheuttaja
pettyä	1	1	Entity being disappointed	Experiencer	Taho, joka pettyy	Kokija
pettää	1	0	Betrayer	NULL	Pettäjä	NULL
pettää	1	1	Betrayed	NULL	Petetty	NULL
pidellä	1	0	Entity holding	NULL	Taho, joka pitää kiinni	NULL
pidellä	1	1	Thing held	NULL	Asia, josta pidetään kiinni	NULL
pidentyä	1	1	Entity getting longer	NULL	Pidentyvä asia	NULL
pidentää	1	0	Entity lengthening	NULL	Taho, joka pidentää	NULL
pidentää	1	1	Thing getting longer	NULL	Asia, joka pitenee	NULL
pidentää	1	2	EXT	NULL	EXT	NULL
pidentää	1	3	Start point	NULL	Lähtötila	NULL
pidentää	1	4	End point	NULL	Lopputila	NULL
pidetä	1	1	Entity getting longer	NULL	Pidentyvä asia	NULL
pidätellä	1	0	Entity holding something back	NULL	Taho, joka pidättelee jotain	NULL
pidätellä	1	1	Entity or thing held back	NULL	Taho tai asia, jota pidätellään	NULL
pidätellä	1	2	Thing arg1 is held back from	E.g. "Pidättelin häntä karkaamasta." ("I held him back from running away.") (tags: rare)	Asia, josta arg1:ä pidätellään	Esim. "Pidättelin häntä karkaamasta."
pidättyä	1	0	Entity who refrains	NULL	Taho, joka pidättyy tekemästä jotain	NULL
pidättyä	1	1	Thing not done	NULL	Teko, jota ei tehdä	NULL
pidättäytyä	1	0	Entity avoiding	NULL	Taho, joka välttää	NULL
pidättäytyä	1	1	Entity avoided	NULL	Taho tai asia, jota vältetään	NULL
pidättää	1	0	Arrester	NULL	Pidättäjä	NULL
pidättää	1	1	Arrested	NULL	Pidätetty	NULL
pidättää	2	0	Entity holding	NULL	Taho, joka pidättää tekemästä jotakin 	NULL
pidättää	2	1	To not do	NULL	Teko, joka jää tekemättä	NULL
piehtaroida	1	0	Entity who rolls	NULL	Taho, joka pyörii	NULL
piehtaroida	1	1	Thing rolling	NULL	Asia, joka pyörii	NULL
piehtaroida	1	2	LOC	NULL	LOC	NULL
pienentyä	1	1	Thing or entity becoming smaller	NULL	Asia tai taho, joka pienentyy	NULL
pienentää	1	0	The entity reducing or causer of reduce	NULL	Vähentävä taho tai sen aiheuttava asia	NULL
pienentää	1	1	The thing reduced	NULL	Vähennettävä asia	NULL
pienentää	1	2	EXT	NULL	EXT	NULL
pienentää	1	3	Start point	NULL	Lähtökohta	NULL
pienentää	1	4	End point	NULL	Lopputilanne	NULL
pienetä	1	1	Thing or entity becoming smaller	NULL	Asia tai taho, joka pienentyy	NULL
pihistää	1	0	Thief	NULL	Varas	NULL
pihistää	1	1	Thing stolen	NULL	Asia, joka varastetaan	NULL
pihistää	1	2	Stolen from	NULL	Taho tai paikka, jolta/josta varastetaan	NULL
piillä	1	1	Thing residing	NULL	Asia, joka piilee	NULL
piillä	1	2	LOC	NULL	LOC	NULL
piilotella	1	0	Entity who hides something	NULL	Taho, joka piilottaa jotain	NULL
piilotella	1	1	Thing hidden	NULL	Asia, joka piilotetaan	NULL
piilotella	1	2	LOC	NULL	LOC	NULL
piilottaa	1	0	Entity who hides something	NULL	Taho, joka piilottaa jotain	NULL
piilottaa	1	1	Thing hidden	NULL	Asia, joka piilotetaan	NULL
piilottaa	1	2	LOC	NULL	LOC	NULL
piiloutua	1	0	Entity who hides	NULL	Taho, joka piiloutuu	NULL
piiloutua	1	1	Hidden from	NULL	Miltä piiloudutaan	NULL
piinata	1	1	Entity or thing that torments	NULL	Taho tai asia, joka piinaa	NULL
piinata	1	2	Entity tormented	NULL	Taho, jota piinataan	NULL
piipahtaa	1	0	Entity who visits	NULL	Taho, joka vierailee	NULL
piipahtaa	1	1	Place visited	also abstract	Paikka, jossa vieraillaan	myös abstrakti
piipata	1	1	Thing making a sound	NULL	Esine tai asia, joka tuottaa ääntä	NULL
piipata	1	2	Sound emitted	NULL	Tuotettu ääni	NULL
piirittää	1	0	Entity besieging	NULL	Taho, joka piirittää	NULL
piirittää	1	1	Surrounded thing	NULL	Asia, jota piiritetään	NULL
piirrellä	1	0	Entity who paints	NULL	Taho, joka maalaa	NULL
piirrellä	1	1	Thing painted	NULL	Asia, joka maalataan	NULL
piirtää	1	0	Drawer	NULL	Piirtäjä	NULL
piirtää	1	1	Drawing	NULL	Piirros	NULL
piisata	1	1	Thing found plentiful	NULL	Asia, jota on riittävästi	NULL
piitata	1	0	Entity who cares	NULL	Taho, joka piittaa	NULL
piitata	1	1	Thing cared about	NULL	Asia, josta piitataan	NULL
pilata	1	0	Entity or thing who or which destroys	NULL	Taho tai asia, joka pilaa	NULL
pilata	1	1	Thing destroyed	NULL	Asia, joka pilataan	NULL
pilata	1	2	Instrument or manner	tags:rare	Väline tai tapa	NULL
pilkahdella	1	1	Thing seeing	NULL	Asia, joka näkyy	NULL
pilkkoa	1	0	Entity making something smaller	NULL	Taho, joka pienentää jotain	NULL
pilkkoa	1	1	Thing made smaller	NULL	Pienennetty asia	NULL
pilkkoa	1	2	End state	NULL	Lopputila	NULL
pimentyä	1	1	Thing becoming dark	NULL	Asia, joka pimenee	NULL
pimetä	1	1	Thing becoming dark	NULL	Asia, joka pimenee	NULL
pimittää	1	0	Entity who withholds	NULL	Taho, joka pimittää	NULL
pimittää	1	1	Thing withheld	NULL	Asia, joka pimitetään	NULL
pimittää	1	2	Entity who arg0 withholds arg1 from	NULL	Taho, jolta arg0 pimittää arg1:tä	NULL
pinkoa	1	0	Creature running, agent	NULL	Olio, joka juoksee, agentti	NULL
pinkoa	1	2	EXT, distance	NULL	EXT, matka	NULL
pinkoa	1	3	Start point	NULL	Alkupiste	NULL
pinkoa	1	4	End point	NULL	Loppupiste	NULL
pinnistää	1	1	Entity straining	NULL	Taho, joka pinnistää	NULL
pinnoittaa	1	0	Entity who physically covers something (causes the covering)	NULL	Taho, joka peittää jotakin (aiheuttaa peittämisen)	NULL
pinnoittaa	1	1	Thing covered	NULL	Asia, joka peitetään	NULL
pinnoittaa	1	2	Instrument, thing covered by	Note: may be the subject!	Väline, asia, jolla peitetään	Huom! Saattaa olla subjekti!
pinota	1	0	Agent of piling	NULL	Taho, joka kasaa	NULL
pinota	1	1	Substance being piled	NULL	Kasattu asia	NULL
piristyä	1	0	Causer of perking up	NULL	Piristymisen aiheuttaja	NULL
piristyä	1	1	Entity perking up	NULL	Taho, joka piristyy	NULL
piristä	1	1	Thing making a sound	NULL	Esine tai asia, joka tuottaa ääntä	NULL
piristä	1	2	Sound emitted	tags:rare	Tuotettu ääni	NULL
piristää	1	0	Entity or thing causing refreshment	NULL	Taho tai asia, joka piristää	NULL
piristää	1	1	Entity refreshened	NULL	Taho, joka piristyy	NULL
piristää	1	2	Instrument	NULL	Väline	NULL
pirstaloitua	1	1	Thing shattered	NULL	Asia, joka menee rikki, pirstaloituu	NULL
pistellä	1	1	Entity experiencing tingling	NULL	Taho, jota pistelee	NULL
pistellä	1	2	CAU	NULL	CAU	NULL
pistellä	2	0	Entity who eats	NULL	Taho, joka syö	NULL
pistellä	2	1	Food	NULL	Ruoka	NULL
pistäytyä	1	0	Entity who visits	NULL	Taho, joka vierailee	NULL
pistäytyä	1	1	Place visited	also abstract	Paikka, jossa vieraillaan	myös abstrakti
pistää	1	0	Entity putting	NULL	Laittava taho	NULL
pistää	1	1	Entity put somewhere	NULL	Laitettava asia tai olio	NULL
pistää	1	2	Destination	Can also be abstract	Määränpää	Voi olla myös abstrakti
pistää	2	0	Entity starting something	NULL	Taho, joka aloittaa jonkin tekemisen	NULL
pistää	2	1	Something	NULL	Teko	NULL
pitkittyä	1	1	Thing prolonging	NULL	Asia, joka pitkittyy	NULL
pitkittää	1	0	Entity lengthening	NULL	Taho, joka pidentää	NULL
pitkittää	1	1	Thing getting longer	NULL	Asia, joka pitenee	NULL
pitkittää	1	2	EXT	NULL	EXT	NULL
pitkittää	1	3	Start point	NULL	Lähtötila	NULL
pitkittää	1	4	End point	NULL	Lopputila	NULL
pitää	1	0	Creature feeling affection	NULL	Olento, joka tuntee kiintymystä	NULL
pitää	1	1	Object of affection	NULL	Kiintymyksen kohde	NULL
pitää	2	0	Entity holding	NULL	Taho, joka pitää kiinni	NULL
pitää	2	1	Thing held	NULL	Asia, josta pidetään kiinni	NULL
pitää	3	0	Entity keeping for sale	NULL	Taho, joka pitää kaupan	NULL
pitää	3	1	Thing for sale	NULL	Asia, joka on kaupan	NULL
pitää	4	0	Entity maintaining arg1	NULL	Taho, joka pitää yllä arg1:ä	NULL
pitää	4	1	Thing or state maintained	NULL	Asia tai tila, jota pidetään yllä	NULL
pitää	5	0	Entity keeping in effect	NULL	Taho, joka pitää arg1:n voimassa	NULL
pitää	5	1	Thing kept in effect	NULL	Asia, joka pidetään voimassa	NULL
pitää	6	0	Entity assigning	NULL	Taho, joka pitää	NULL
pitää	6	1	Thing labeled	NULL	Asia, jota pidetään jonkinlaisena	NULL
pitää	6	2	Attribute of arg1	NULL	Arg1:n ominaisuus	NULL
pitää	7	0	Entity or thing keeping	Agent or causer	Taho tai asia, joka pitää	Agentti tai aiheuttaja
pitää	7	1	Entity or thing kept	NULL	Taho tai asia, joka pidetään	NULL
pitää	7	2	Place or state	NULL	Paikka tai tila	NULL
pitää	8	0	Entity giving	NULL	Taho, joka pitää	NULL
pitää	8	1	Thing gave	NULL	Asia, joka pidetään	NULL
pitää	9	1	Thing being true	NULL	Asia, joka on totta	NULL
pitää	10	0	Entity taking care	NULL	Taho, joka pitää huolta	NULL
pitää	10	1	Entity or thing taken care of	NULL	Taho, tai asia, josta huolehditaan	NULL
pitää	11	0	Entity looking out	NULL	Taho, joka pitää silmällä	NULL
pitää	11	1	Entity or thing looked out for	NULL	Taho tai asia, jota pidetään silmällä	NULL
pitää	12	0	Entity being careful	NULL	Taho, joka on varuillaan	NULL
pitää	13	0	Entity hurrying up	NULL	Taho, joka kiirehtii	NULL
pitää	14	0	Entity keeping in touch	NULL	Taho, joka pitää yhteyttä	NULL
pitää	14	1	Entity contacted	NULL	Taho, johon pidetään yhteyttä	NULL
plaseerata	1	0	Entity providing seats	NULL	Taho, joka järjestää istumapaikat	NULL
plaseerata	1	1	Entity seated	NULL	Taho, joka laitetaan istumaan	NULL
plaseerata	1	2	LOC	NULL	LOC	NULL
pohdiskella	1	0	Entity thinking	NULL	Taho, joka ajattelee	NULL
pohdiskella	1	1	Thought	NULL	Ajatus	NULL
pohjautua	1	1	Thing based on something	NULL	Asia, joka pohjautuu johonkin	NULL
pohjautua	1	2	Thing arg1 is based on	NULL	Asia, johon arg1 pohjautuu	NULL
pohjustaa	1	0	Entity giving a preface	NULL	Taho, joka pohjustaa	NULL
pohjustaa	1	1	Preface, utterance	NULL	Pohjustus, repliikki	NULL
pohjustaa	1	2	Thing prefaced	E.g. a speech or a work	Asia, jota pohjustetaan	Esim. puhe tai työ
pohtia	1	0	Entity thinking	NULL	Taho, joka ajattelee	NULL
pohtia	1	1	Thought	NULL	Ajatus	NULL
poiketa	1	1	Entity or thing being different	NULL	Taho tai asia, joka on erilainen	NULL
poiketa	1	2	Different from what	NULL	Taho tai asia, josta arg1 on erilainen	NULL
poiketa	1	3	EXT or MNR, how different arg2 is	NULL	EXT tai MNR, kuinka erilainen arg2 on	NULL
poiketa	2	0	Entity who visits	NULL	Taho, joka vierailee	NULL
poiketa	2	1	Place visited	also abstract	Paikka, jossa vieraillaan	myös abstrakti
poikia	1	0	Entity spawning, causer of spawning	in this corpus metaphorical use	Taho tai asia, joka poikii	tässä korpuksessa metaforinen käyttö
poikia	1	1	End result	NULL	Poikimisen tulos	NULL
poimia	1	0	Entity who collects	NULL	Taho, joka kerää	NULL
poimia	1	1	Entity collected	NULL	Kerätty taho tai asia	NULL
poimia	1	2	Source	Elative	Lähde	Elatiivi
poimia	1	4	Beneficiary	(tags: rare)	Hyötyjä	
poissulkea	1	0	Entity who excludes	NULL	Taho, joka sulkee pois	NULL
poissulkea	1	1	Thing excluded	NULL	Asia, joka suljetaan pois	NULL
poissulkea	1	2	Excluded from	NULL	Mistä poissuljettu	NULL
poistaa	1	0	Entity removing	NULL	Taho, joka poistaa	NULL
poistaa	1	1	Entity or thing being removed	NULL	Taho tai asia, joka poistetaan	NULL
poistaa	1	2	Removed from	NULL	Mistä poistetaan	NULL
poistua	1	0	Departed entity	NULL	Poistuja	NULL
poistua	1	1	Place exited	NULL	Paikka, josta poistutaan	NULL
polkea	1	0	Entity pedalling	NULL	Taho, joka polkee	NULL
polkeutua	1	1	Entity or thing stamped on	NULL	Taho tai asia, joka joutuu poljetuksi	NULL
polskia	1	0	Entity splashing	NULL	Taho, joka polskii	NULL
poltella	1	0	Person smoking	NULL	Henkilö, joka polttaa	NULL
poltella	1	1	Substance used	E.g. cigarettes	Käytetty aine	Esim. tupakka
polttaa	1	0	Person smoking	NULL	Henkilö, joka polttaa	NULL
polttaa	1	1	Substance used	E.g. cigarettes	Käytetty aine	Esim. tupakka
polttaa	2	0	Entity burning something	NULL	Taho, joka polttaa jotain	NULL
polttaa	2	1	Thing on fire	NULL	Asia, joka on tulessa	NULL
polttaa	3	0	Entity making something	NULL	Taho, joka valmistaa jotain	NULL
polttaa	3	1	Thing made	NULL	Valmistettu asia	NULL
polttaa	4	0	Entity or thing causing pain	Not necessarily animate	Taho tai asia, joka aiheuttaa kipua	Ei välttämättä elollinen
polttaa	4	1	Entity (or part) in pain	NULL	Taho (tai osa), johon sattuu	NULL
polveutua	1	1	Entity descending	NULL	Taho, joka polveutuu	NULL
polveutua	1	2	Ancestors	NULL	Esi-isät	NULL
pommittaa	1	0	Entity who bombs	NULL	Taho, joka pommittaa	NULL
pommittaa	1	1	Entity or thing bombed	NULL	Taho tai asia, jota pommitetaan	NULL
pompahdella	1	1	Entity or thing bouncing	NULL	Taho tai asia, joka hyppii	NULL
pomppia	1	0	Entity, who jumps	NULL	Taho, joka hyppää	NULL
pomppia	1	1	Obstacle	NULL	Este	NULL
pomppia	1	2	Start point	NULL	Lähtöpiste	NULL
pomppia	1	3	End point	NULL	Päätepiste	NULL
ponnistaa	1	0	Entity who strives	NULL	Taho, joka ponnistaa	NULL
ponnistaa	1	1	Goal, destination, etc.	NULL	Tavoite, päämäärä tms.	NULL
ponnistella	1	0	Entity trying	NULL	Ponnistelija	NULL
ponnistella	1	1	Predicative action	NULL	Teko	NULL
porottaa	1	1	Thing burning/shining	The Sun	Asia, joka palaa/paistaa	Aurinko
postittaa	1	0	Mailer	NULL	Postittaja	NULL
postittaa	1	1	Letter	NULL	Lähetys (kirje, paketti)	NULL
postittaa	1	2	Mailed-to	NULL	Vastaanottaja	NULL
potea	1	0	Entity suffering	NULL	Taho, joka potee	NULL
potea	1	1	Malady	NULL	sairaus	NULL
potkaista	1	0	Entity who kicks	NULL	Taho, joka potkii	NULL
potkaista	1	1	Thing kicked	NULL	Asia, jota potkaistaan	NULL
potkaista	1	2	Instrument	E.g. foot	Väline, jolla potkaistaan	Esim. jalalla
potkia	1	0	Entity who kicks	NULL	Taho, joka potkii	NULL
potkia	1	1	Thing kicked	NULL	Asia, jota potkaistaan	NULL
potkulautailla	1	0	Entity skateboarding	NULL	Taho, joka potkulautailee	NULL
povata	1	0	Entity predicting	NULL	Taho, joka ennustaa	NULL
povata	1	1	Prediction	NULL	Ennustus	NULL
prosessoida	1	0	Entity processing	NULL	Käsittelevä taho	NULL
prosessoida	1	1	Thing processed	NULL	Käsitelty asia	NULL
prosessoida	1	2	Treatment	NULL	Käsittely	NULL
protestoida	1	0	Entity protesting	NULL	Taho, joka protestoi	NULL
protestoida	1	1	Thing protested	NULL	Asia, jota vastaan protestoidaan	NULL
psyykata	1	0	Entity who psyches up	NULL	Taho, joka psyykkaa	NULL
psyykata	1	1	Entity psyched up	NULL	Taho, jota psyykataan	NULL
psyykata	1	2	Psyched about / relating to	NULL	Asia, johon psyykkaaminen liittyy	NULL
pudistaa	1	0	Entity who shakes his head	NULL	Taho, joka pudistaa päätään	NULL
pudistaa	1	1	Head	NULL	Pää	NULL
pudistella	1	0	Entity or thing causing trembling motion	Agent or causer	Taho tai asia, joka aiheuttaa vapinaa	Agentti tai aiheuttaja
pudistella	1	1	Entity or thing trembling	NULL	Taho tai asia, joka vapisee	NULL
pudota	1	1	Entity falling	NULL	Taho tai asia, joka putoaa	NULL
pudota	1	2	EXT	NULL	EXT	NULL
pudota	1	3	Start point	NULL	Alkupiste	NULL
pudota	1	4	End point	NULL	Loppupiste	NULL
pudottaa	1	0	Entity lowering something	NULL	Taho, joka laskee jotakin	NULL
pudottaa	1	1	Entity being lowered	NULL	Taho, jota lasketaan	NULL
pudottaa	1	2	EXT	NULL	EXT	NULL
pudottaa	1	3	Start point	NULL	Lähtökohta	NULL
pudottaa	1	4	End point	NULL	Päätepiste	NULL
puhallella	1	0	Entity who blows	NULL	Taho, joka puhaltaa	NULL
puhallella	1	1	Instrument blown into	NULL	Instrumentti, johon puhalletaan	NULL
puhaltaa	1	1	Wind	NULL	Tuuli	NULL
puhaltaa	2	0	Entity who blows	NULL	Taho, joka puhaltaa	NULL
puhaltaa	2	1	Instrument blown into	NULL	Instrumentti, johon puhalletaan	NULL
puhdistaa	1	0	Cleaner	NULL	Puhdistaja	NULL
puhdistaa	1	1	Think cleaned	NULL	Puhdistettu kohde	NULL
puhdistaa	1	2	Clean for	NULL	Ketä varten puhdistettu	NULL
puhella	1	0	Entity talking	NULL	Taho, joka puhuu	NULL
puhella	1	1	Subject or language	NULL	Asia tai kieli	NULL
puhella	1	2	Hearer	NULL	Kuulija	NULL
puhista	1	0	Entity or thing causing noise	Causer	Taho tai asia, joka aiheuttaa äänen	Aiheuttaja
puhjeta	1	1	Thing bursting	NULL	Asia, joka puhkeaa	NULL
puhkua	1	1	Thing or entity huffing and puffing	NULL	Asia tai taho, joka puhkuu	NULL
puhua	1	0	Entity talking	NULL	Taho, joka puhuu	NULL
puhua	1	1	Subject or language	NULL	Asia tai kieli	NULL
puhua	1	2	Hearer	NULL	Kuulija	NULL
puhuttaa	1	1	Thing causing discussion	NULL	Asia, joka herättää keskustelua	NULL
puistattaa	1	0	Entity or thing causing shuddering	Causer	Taho tai asia, joka aiheuttaa puistatusta	Aiheuttaja
puistattaa	1	1	Creature shuddering	Likely human, experiencer	Olento, jota puistattaa	Todennäköisesti ihminen, kokija
pujottautua	1	0	Entity who worms himself through	NULL	Taho, joka pujottautuu	NULL
pujottautua	1	1	Destination	NULL	Määräpaikka	NULL
pukea	1	0	Person who dresses	NULL	Henkilö, joka pukee	NULL
pukea	1	1	Person wearing clothes	NULL	Henkilö, jolle laitetaan vaatteet	NULL
pukea	1	2	Clothes, garments	NULL	Vaatteet, vaatekappaleet	NULL
pukeutua	1	0	Person dressing oneself	NULL	Henkilö, joka pukeutuu	NULL
pukeutua	1	2	Clothes or other attribute	NULL	Vaatteet tai muu attribuutti	NULL
pulikoida	1	0	Entity splashing	NULL	Taho, joka polskii	NULL
pullistua	1	1	Thing bulging	NULL	Asia, joka pullistuu	NULL
pulputa	1	1	Thing or entity bubbling	NULL	Asia tai taho, joka pulppuaa	NULL
pulputa	1	2	Matter bubbled	NULL	Aine, jota pulppuaa	NULL
pulputtaa	1	0	Entity or thing causing bubbling noise	Causer	Taho tai asia, joka aiheuttaa pulputtavan äänen	Aiheuttaja
punertaa	1	1	Thing turning red	NULL	Asia, joka punertaa	NULL
punnita	1	0	Entity weighing something	NULL	Taho, joka punnitsee jotain	NULL
punnita	1	1	Entity or thing weighed	NULL	Taho tai asia, joka punnitaan	NULL
puntaroida	1	0	Entity thinking	NULL	Taho, joka ajattelee	NULL
puntaroida	1	1	Thought	NULL	Ajatus	NULL
puolittaa	1	0	Entity cutting something in half	NULL	Taho, joka puolittaa	NULL
puolittaa	1	1	Thing cut in half	NULL	Asia, joka puolitetaan	NULL
puoltaa	1	0	Entity recommending someone	NULL	Taho, joka puoltaa	NULL
puoltaa	1	1	Entity being recommended	NULL	Taho, jota puolletaan	NULL
puoltaa	1	2	Post, role	NULL	Virka tai rooli, johon puolletaan	NULL
puoltaa	2	0	Entity supporting	NULL	Taho, joka puoltaa	NULL
puoltaa	2	1	Thing being supported	NULL	Puollettava asia	NULL
puolustaa	1	0	Defender	NULL	Puolustaja	NULL
